,name,pinyin
1236,景德镇,jingdezhen
1237,昌江,changjiang
1238,珠山,zhushan
1239,浮梁,fuliang
1240,乐平,leping
1241,萍乡,pingxiang
1242,安源,anyuan
1243,湘东,xiangdong
1244,莲花,lianhua
1245,上栗,shangli
1246,芦溪,luxi
1247,九江,jiujiang
1248,濂溪,lianxi
1249,浔阳,xunyang
1250,柴桑,chaisang
1251,武宁,wuning
1252,修水,xiushui
1253,永修,yongxiu
1254,德安,dean
1255,都昌,duchang
1256,湖口,hukou
1257,彭泽,pengze
1258,瑞昌,ruichang
1259,共青城,gongqingcheng
1260,庐山,lushan
1261,新余,xinyu
1262,渝水,yushui
1263,分宜,fenyi
1264,鹰潭,yingtan
1265,月湖,yuehu
1266,余江,yujiang
1267,贵溪,guixi
1268,赣州,ganzhou
1269,章贡,zhanggong
1270,南康,nankang
1271,赣县,ganxian
1272,信丰,xinfeng
1273,大余,dayu
1274,上犹,shangyou
1275,崇义,chongyi
1276,安远,anyuan
1277,定南,dingnan
1278,全南,quannan
1279,宁都,ningdu
1280,于都,yudu
1281,兴国,xingguo
1282,会昌,huichang
1283,寻乌,xunwu
1284,石城,shicheng
1285,瑞金,ruijin
1286,龙南,longnan
1287,吉安,jian
1288,吉州,jizhou
1289,青原,qingyuan
1290,吉安县,jianxian
1291,吉水,jishui
1292,峡江,xiajiang
1293,新干,xingan
1294,永丰,yongfeng
1295,泰和,taihe
1296,遂川,suichuan
1297,万安,wanan
1298,安福,anfu
1299,永新,yongxin
1300,井冈山,jinggangshan
1301,宜春,yichun
1302,袁州,yuanzhou
1303,奉新,fengxin
1304,万载,wanzai
1305,上高,shanggao
1306,宜丰,yifeng
1308,铜鼓,tonggu
1309,丰城,fengcheng
1310,樟树,zhangshu
1311,高安,gaoan
1312,抚州,fuzhou
1313,临川,linchuan
1314,东乡,dongxiang
1315,南城,nancheng
1316,黎川,lichuan
1317,南丰,nanfeng
1318,崇仁,chongren
1319,乐安,lean
1320,宜黄,yihuang
1321,金溪,jinxi
1322,资溪,zixi
1323,广昌,guangchang
1324,上饶,shangrao
1325,信州,xinzhou
1326,广丰,guangfeng
1327,广信,guangxin
1328,玉山,yushan
1329,铅山,yanshan
1330,横峰,hengfeng
1331,弋阳,yiyang
1332,余干,yugan
1333,上饶,poyang
1334,万年,wannian
1335,婺源,wuyuan
1336,德兴,dexing
1337,山东,shandong
1338,济南,jinan
1339,历下,lixia
1340,市中,shizhong
1341,槐荫,huaiyin
1342,天桥,tianqiao
1343,历城,licheng
1344,长清,changqing
1345,章丘,zhangqiu
1346,济阳,jiyang
1347,莱芜,laiwu
1348,钢城,gangcheng
1349,平阴,pingyin
1350,商河,shanghe
1351,青岛,qingdao
1352,市南,shinan
1353,市北,shibei
1354,黄岛,huangdao
1355,崂山,laoshan
1356,李沧,licang
1357,城阳,chengyang
1358,即墨,jimo
1359,胶州,jiaozhou
1360,平度,pingdu
1361,莱西,laixi
1362,淄博,zibo
1363,淄川,zichuan
1364,张店,zhangdian
1365,博山,boshan
1366,临淄,linzi
1367,周村,zhoucun
1368,桓台,huantai
1369,高青,gaoqing
1370,沂源,yiyuan
1371,枣庄,zaozhuang
1373,薛城,xuecheng
1374,峄城,yicheng
1375,台儿庄,taierzhuang
1376,山亭,shanting
1377,滕州,tengzhou
1378,东营,dongying
1379,东营区,dongyingqu
1380,河口,hekou
1381,垦利,kenli
1382,利津,lijin
1383,广饶,guangrao
1384,烟台,yantai
1385,芝罘,zhifu
1386,福山,fushan
1387,牟平,muping
1388,莱山,laishan
1389,蓬莱,penglai
1390,龙口,longkou
1391,莱阳,laiyang
1392,莱州,laizhou
1393,招远,zhaoyuan
1395,海阳,haiyang
1396,潍坊,weifang
1397,潍城,weicheng
1398,寒亭,hanting
1399,坊子,fangzi
1400,奎文,kuiwen
1401,临朐,linqu
1402,昌乐,changle
1403,青州,qingzhou
1404,诸城,zhucheng
1405,寿光,shouguang
1406,安丘,anqiu
1407,高密,gaomi
1409,济宁,jining
1410,任城,rencheng
1411,兖州,yanzhou
1412,微山,weishan
1413,鱼台,yutai
1414,金乡,jinxiang
1415,嘉祥,jiaxiang
1416,汶上,wenshang
1417,泗水,sishui
1418,梁山,liangshan
1419,曲阜,qufu
1420,邹城,zoucheng
1421,泰安,taian
1422,泰山,taishan
1423,岱岳,daiyue
1424,宁阳,ningyang
1425,东平,dongping
1426,新泰,xintai
1427,肥城,feicheng
1428,威海,weihai
1429,环翠,huancui
1430,文登,wendeng
1431,荣成,rongcheng
1432,乳山,rushan
1433,日照,rizhao
1435,岚山,lanshan
1436,五莲,wulian
1437,莒县,juxian
1438,临沂,linyi
1439,兰山,lanshan
1440,罗庄,luozhuang
1442,沂南,yinan
1443,郯城,tancheng
1444,沂水,yishui
1445,兰陵,lanling
1446,费县,feixian
1447,平邑,pingyi
1448,莒南,junan
1449,蒙阴,mengyin
1450,临沭,linshu
1451,德州,dezhou
1452,德城,decheng
1453,陵城,lingcheng
1454,宁津,ningjin
1455,庆云,qingyun
1456,临邑,linyi
1457,齐河,qihe
1458,平原,pingyuan
1459,夏津,xiajin
1460,武城,wucheng
1461,乐陵,leling
1462,禹城,yucheng
1463,聊城,liaocheng
1464,东昌府,dongchangfu
1465,茌平,chiping
1466,阳谷,yanggu
1467,莘县,shenxian
1468,东阿,donge
1469,冠县,guanxian
1470,高唐,gaotang
1471,临清,linqing
1472,滨州,binzhou
1473,滨城,bincheng
1474,沾化,zhanhua
1475,惠民,huimin
1476,阳信,yangxin
1477,无棣,wudi
1478,博兴,boxing
1479,邹平,zouping
1480,菏泽,heze
1481,牡丹,mudan
1482,定陶,dingtao
1483,曹县,caoxian
1484,单县,shanxian
1485,成武,chengwu
1486,巨野,juye
1487,郓城,yuncheng
1488,鄄城,juancheng
1489,东明,dongming
1490,河南,henan
1491,郑州,zhengzhou
1492,中原,zhongyuan
1493,二七,erqi
1494,管城,guancheng
1495,金水,jinshui
1496,上街,shangjie
1497,惠济,huiji
1498,中牟,zhongmu
1499,巩义,gongyi
1500,荥阳,xingyang
1501,新密,xinmi
1502,新郑,xinzheng
1503,登封,dengfeng
1504,开封,kaifeng
1505,龙亭,longting
1506,顺河,shunhe
1508,禹王台,yuwangtai
1509,祥符,xiangfu
1510,杞县,qixian
1511,通许,tongxu
1512,尉氏,weishi
1513,兰考,lankao
1514,洛阳,luoyang
1515,老城,laocheng
1516,西工,xigong
1517,瀍河,chanhe
1518,涧西,jianxi
1519,偃师,yanshi
1520,孟津,mengjin
1521,洛龙,luolong
1522,新安,xinan
1523,栾川,luanchuan
1524,嵩县,songxian
1525,汝阳,ruyang
1526,宜阳,yiyang
1527,洛宁,luoning
1528,伊川,yichuan
1529,平顶山,pingdingshan
1531,卫东,weidong
1532,石龙,shilong
1533,湛河,zhanhe
1534,宝丰,baofeng
1535,叶县,yexian
1536,鲁山,lushan
1537,郏县,jiaxian
1538,舞钢,wugang
1539,汝州,ruzhou
1540,安阳,anyang
1541,文峰,wenfeng
1542,北关,beiguan
1543,殷都,yindu
1544,龙安,longan
1545,安阳县,anyangxian
1546,汤阴,tangyin
1547,滑县,huaxian
1548,内黄,neihuang
1549,林州,linzhou
1550,鹤壁,hebi
1551,鹤山,heshan
1552,山城,shancheng
1553,淇滨,qibin
1554,浚县,xunxian
1555,淇县,qixian
1556,新乡,xinxiang
1557,红旗,hongqi
1558,卫滨,weibin
1559,凤泉,fengquan
1560,牧野,muye
1561,新乡县,xinxiangxian
1562,获嘉,huojia
1563,原阳,yuanyang
1564,延津,yanjin
1565,封丘,fengqiu
1566,卫辉,weihui
1567,辉县,huixian
1568,长垣,changyuan
1569,焦作,jiaozuo
1570,解放,jiefang
1571,中站,zhongzhan
1572,马村,macun
1573,山阳,shanyang
1574,修武,xiuwu
1575,博爱,boai
1576,武陟,wuzhi
1577,温县,wenxian
1578,沁阳,qinyang
1579,孟州,mengzhou
1580,濮阳,puyang
1581,华龙,hualong
1582,清丰,qingfeng
1583,南乐,nanle
1584,范县,fanxian
1585,台前,taiqian
1586,濮阳县,puyangxian
1587,许昌,xuchang
1588,魏都,weidu
1589,建安,jianan
1590,鄢陵,yanling
1591,襄城,xiangcheng
1592,禹州,yuzhou
1593,长葛,changge
1594,漯河,luohe
1595,源汇,yuanhui
1596,郾城,yancheng
1597,召陵,shaoling
1598,舞阳,wuyang
1599,临颍,linying
1600,三门峡,sanmenxia
1601,湖滨,hubin
1602,陕州,shanzhou
1603,渑池,mianchi
1604,卢氏,lushi
1605,义马,yima
1606,灵宝,lingbao
1607,南阳,nanyang
1608,宛城,wancheng
1609,卧龙,wolong
1610,南召,nanzhao
1611,方城,fangcheng
1612,西峡,xixia
1613,镇平,zhenping
1614,内乡,neixiang
1615,淅川,xichuan
1616,社旗,sheqi
1617,唐河,tanghe
1618,新野,xinye
1619,桐柏,tongbai
1620,邓州,dengzhou
1621,商丘,shangqiu
1622,梁园,liangyuan
1623,睢阳,suiyang
1624,民权,minquan
1625,睢县,suixian
1626,宁陵,ningling
1627,柘城,zhecheng
1628,虞城,yucheng
1629,夏邑,xiayi
1630,永城,yongcheng
1631,信阳,xinyang
1632,浉河,shihe
1633,平桥,pingqiao
1634,罗山,luoshan
1635,光山,guangshan
1636,新县,xinxian
1637,商城,shangcheng
1638,固始,gushi
1639,潢川,huangchuan
1640,淮滨,huaibin
1641,息县,xixian
1642,周口,zhoukou
1643,川汇,chuanhui
1644,淮阳,huaiyang
1645,扶沟,fugou
1646,西华,xihua
1647,商水,shangshui
1648,沈丘,shenqiu
1649,郸城,dancheng
1650,太康,taikang
1651,鹿邑,luyi
1652,项城,xiangcheng
1653,驻马店,zhumadian
1654,驿城,yicheng
1655,西平,xiping
1656,上蔡,shangcai
1657,平舆,pingyu
1658,正阳,zhengyang
1659,确山,queshan
1660,泌阳,biyang
1661,汝南,runan
1662,遂平,suiping
1663,新蔡,xincai
1664,济源,jiyuan
1666,湖北,hubei
1667,武汉,wuhan
1668,江岸,jiangan
1669,江汉,jianghan
1670,硚口,qiaokou
1671,汉阳,hanyang
1672,武昌,wuchang
1674,洪山,hongshan
1675,东西湖,dongxihu
1676,汉南,hannan
1677,蔡甸,caidian
1678,江夏,jiangxia
1679,黄陂,huangpi
1680,新洲,xinzhou
1681,黄石,huangshi
1682,黄石港,huangshigang
1683,西塞山,xisaishan
1684,下陆,xialu
1685,铁山,tieshan
1686,阳新,yangxin
1687,大冶,daye
1688,十堰,shiyan
1689,茅箭,maojian
1690,张湾,zhangwan
1691,郧阳,yunyang
1692,郧西,yunxi
1693,竹山,zhushan
1694,竹溪,zhuxi
1695,房县,fangxian
1696,丹江口,danjiangkou
1697,宜昌,yichang
1698,西陵,xiling
1699,伍家岗,wujiagang
1700,点军,dianjun
1701,猇亭,xiaoting
1702,夷陵,yiling
1703,远安,yuanan
1705,秭归,zigui
1706,长阳,changyang
1707,五峰,wufeng
1708,宜都,yidu
1709,当阳,dangyang
1710,枝江,zhijiang
1711,襄阳,xiangyang
1713,樊城,fancheng
1714,襄州,xiangzhou
1715,南漳,nanzhang
1716,谷城,gucheng
1717,保康,baokang
1718,老河口,laohekou
1719,枣阳,zaoyang
1720,宜城,yicheng
1721,鄂州,ezhou
1722,梁子湖,liangzihu
1723,华容,huarong
1724,鄂城,echeng
1725,荆门,jingmen
1726,东宝,dongbao
1727,掇刀,duodao
1728,沙洋,shayang
1729,钟祥,zhongxiang
1730,京山,jingshan
1731,孝感,xiaogan
1732,孝南,xiaonan
1733,孝昌,xiaochang
1734,大悟,dawu
1735,云梦,yunmeng
1736,应城,yingcheng
1737,安陆,anlu
1738,汉川,hanchuan
1739,荆州,jingzhou
1740,沙市,shashi
1741,荆州区,jingzhouqu
1742,公安,gongan
1743,江陵,jiangling
1744,石首,shishou
1745,洪湖,honghu
1746,松滋,songzi
1747,监利,jianli
1748,黄冈,huanggang
1749,黄州,huangzhou
1750,团风,tuanfeng
1751,红安,hongan
1752,罗田,luotian
1753,英山,yingshan
1754,浠水,xishui
1755,蕲春,qichun
1756,黄梅,huangmei
1757,麻城,macheng
1758,武穴,wuxue
1759,咸宁,xianning
1760,咸安,xianan
1761,嘉鱼,jiayu
1762,通城,tongcheng
1763,崇阳,chongyang
1764,通山,tongshan
1765,赤壁,chibi
1766,随州,suizhou
1767,曾都,zengdu
1768,随县,suixian
1769,广水,guangshui
1770,恩施,enshi
1771,恩施市,enshishi
1772,利川,lichuan
1773,建始,jianshi
1774,巴东,badong
1775,宣恩,xuanen
1776,咸丰,xianfeng
1777,来凤,laifeng
1778,鹤峰,hefeng
1779,仙桃,xiantao
1781,潜江,qianjiang
1783,天门,tianmen
1785,神农架,shennongjia
1786,神农架林区,shennongjialinqu
1787,湖南,hunan
1788,长沙,changsha
1789,芙蓉,furong
1790,天心,tianxin
1791,岳麓,yuelu
1792,开福,kaifu
1793,雨花,yuhua
1794,望城,wangcheng
1795,长沙县,changshaxian
1796,浏阳,liuyang
1797,宁乡,ningxiang
1798,株洲,zhuzhou
1799,荷塘,hetang
1800,芦淞,lusong
1801,石峰,shifeng
1802,天元,tianyuan
1803,渌口,lukou
1804,攸县,youxian
1805,茶陵,chaling
1806,炎陵,yanling
1807,醴陵,liling
1808,湘潭,xiangtan
1809,雨湖,yuhu
1810,岳塘,yuetang
1811,湘潭县,xiangtanxian
1812,湘乡,xiangxiang
1813,韶山,shaoshan
1814,衡阳,hengyang
1815,珠晖,zhuhui
1816,雁峰,yanfeng
1817,石鼓,shigu
1818,蒸湘,zhengxiang
1819,南岳,nanyue
1820,衡阳县,hengyangxian
1821,衡南,hengnan
1822,衡山,hengshan
1823,衡东,hengdong
1824,祁东,qidong
1825,耒阳,leiyang
1826,常宁,changning
1827,邵阳,shaoyang
1828,双清,shuangqing
1829,大祥,daxiang
1830,北塔,beita
1831,新邵,xinshao
1832,邵阳县,shaoyangxian
1833,隆回,longhui
1834,洞口,dongkou
1835,绥宁,suining
1836,新宁,xinning
1837,城步,chengbu
1838,武冈,wugang
1839,邵东,shaodong
1840,岳阳,yueyang
1841,岳阳楼,yueyanglou
1842,云溪,yunxi
1843,君山,junshan
1844,岳阳县,yueyangxian
1846,湘阴,xiangyin
1847,平江,pingjiang
1848,汨罗,miluo
1849,临湘,linxiang
1850,常德,changde
1851,武陵,wuling
1852,鼎城,dingcheng
1853,安乡,anxiang
1854,汉寿,hanshou
1855,澧县,lixian
1856,临澧,linli
1857,桃源,taoyuan
1858,石门,shimen
1859,津市,jinshi
1860,张家界,zhangjiajie
1862,武陵源,wulingyuan
1863,慈利,cili
1864,桑植,sangzhi
1865,益阳,yiyang
1866,资阳,ziyang
1867,赫山,heshan
1868,南县,nanxian
1869,桃江,taojiang
1870,安化,anhua
1871,沅江,yuanjiang
1872,郴州,chenzhou
1873,北湖,beihu
1874,苏仙,suxian
1875,桂阳,guiyang
1876,宜章,yizhang
1877,永兴,yongxing
1878,嘉禾,jiahe
1879,临武,linwu
1880,汝城,rucheng
1881,桂东,guidong
1882,安仁,anren
1883,资兴,zixing
1884,永州,yongzhou
1885,零陵,lingling
1886,冷水滩,lengshuitan
1888,双牌,shuangpai
1889,道县,daoxian
1890,江永,jiangyong
1891,宁远,ningyuan
1892,蓝山,lanshan
1893,新田,xintian
1894,江华,jianghua
1895,祁阳,qiyang
1896,怀化,huaihua
1897,鹤城,hecheng
1898,中方,zhongfang
1899,沅陵,yuanling
1900,辰溪,chenxi
1901,溆浦,xupu
1902,会同,huitong
1903,麻阳,mayang
1904,新晃,xinhuang
1905,芷江,zhijiang
1907,通道,tongdao
1908,洪江,hongjiang
1909,娄底,loudi
1910,娄星,louxing
1911,双峰,shuangfeng
1912,新化,xinhua
1913,冷水江,lengshuijiang
1914,涟源,lianyuan
1915,湘西,xiangxi
1916,吉首,jishou
1917,泸溪,luxi
1918,凤凰,fenghuang
1919,花垣,huayuan
1920,保靖,baojing
1921,古丈,guzhang
1922,永顺,yongshun
1924,广东,guangdong
1925,广州,guangzhou
1926,广州,liwan
1927,广州,yuexiu
1928,广州,haizhu
1929,广州,tianhe
1930,广州,baiyun
1931,广州,huangpu
1932,广州,panyu
1933,广州,huadu
1934,广州,nansha
1935,广州,conghua
1936,增城,zengcheng
1937,韶关,shaoguan
1938,武江,wujiang
1939,浈江,zhenjiang
1940,曲江,qujiang
1941,始兴,shixing
1942,仁化,renhua
1943,翁源,wengyuan
1944,乳源,ruyuan
1945,新丰,xinfeng
1946,乐昌,lechang
1947,南雄,nanxiong
1948,深圳,shenzhen
1949,罗湖,luohu
1950,福田,futian
1952,宝安,baoan
1953,龙岗,longgang
1954,盐田,yantian
1955,龙华,longhua
1956,坪山,pingshan
1957,光明,guangming
1958,珠海,zhuhai
1959,香洲,xiangzhou
1960,斗门,doumen
1961,金湾,jinwan
1962,汕头,shantou
1963,龙湖,longhu
1964,金平,jinping
1965,濠江,haojiang
1967,潮南,chaonan
1968,澄海,chenghai
1969,南澳,nanao
1970,佛山,foshan
1971,禅城,chancheng
1972,南海,nanhai
1973,顺德,shunde
1974,三水,sanshui
1975,高明,gaoming
1976,江门,jiangmen
1977,蓬江,pengjiang
1978,江海,jianghai
1979,新会,xinhui
1980,台山,taishan
1983,恩平,enping
1984,湛江,zhanjiang
1985,赤坎,chikan
1986,霞山,xiashan
1987,坡头,potou
1988,麻章,mazhang
1989,遂溪,suixi
1990,徐闻,xuwen
1991,廉江,lianjiang
1992,雷州,leizhou
1993,吴川,wuchuan
1994,茂名,maoming
1995,茂南,maonan
1996,电白,dianbai
1997,高州,gaozhou
1998,化州,huazhou
1999,信宜,xinyi
2000,肇庆,zhaoqing
2001,端州,duanzhou
2002,鼎湖,dinghu
2003,高要,gaoyao
2004,广宁,guangning
2005,怀集,huaiji
2006,封开,fengkai
2007,德庆,deqing
2008,四会,sihui
2009,惠州,huizhou
2010,惠城,huicheng
2011,惠阳,huiyang
2012,博罗,boluo
2013,惠东,huidong
2014,龙门,longmen
2015,梅州,meizhou
2016,梅江,meijiang
2017,梅县,meixian
2018,大埔,dabu
2019,丰顺,fengshun
2020,五华,wuhua
2021,平远,pingyuan
2022,蕉岭,jiaoling
2023,兴宁,xingning
2024,汕尾,shanwei
2026,海丰,haifeng
2027,陆河,luhe
2028,陆丰,lufeng
2029,河源,heyuan
2030,源城,yuancheng
2031,紫金,zijin
2032,龙川,longchuan
2033,连平,lianping
2035,东源,dongyuan
2036,阳江,yangjiang
2037,江城,jiangcheng
2038,阳东,yangdong
2039,阳西,yangxi
2040,阳春,yangchun
2041,清远,qingyuan
2042,清城,qingcheng
2043,清新区,qingxinqu
2044,佛冈,fogang
2045,阳山,yangshan
2047,连南,liannan
2048,英德,yingde
2049,连州,lianzhou
2050,东莞,dongguan
2054,潮州,chaozhou
2055,湘桥,xiangqiao
2056,潮安,chaoan
2057,饶平,raoping
2058,揭阳,jieyang
2059,榕城,rongcheng
2060,揭东,jiedong
2061,揭西,jiexi
2062,惠来,huilai
2063,普宁,puning
2064,云浮,yunfu
2065,云城,yuncheng
2066,云安,yunan
2068,郁南,yunan
2069,罗定,luoding
2070,广西,guangxi
2071,南宁,nanning
2073,青秀,qingxiu
2074,江南,jiangnan
2075,西乡塘,xixiangtang
2076,良庆,liangqing
2077,邕宁,yongning
2078,武鸣,wuming
2079,隆安,longan
2080,马山,mashan
2081,上林,shanglin
2082,宾阳,binyang
2083,横州,hengzhou
2084,柳州,liuzhou
2085,城中,chengzhong
2086,鱼峰,yufeng
2087,柳南,liunan
2088,柳北,liubei
2089,柳江,liujiang
2090,柳城,liucheng
2091,鹿寨,luzhai
2092,融安,rongan
2093,融水,rongshui
2094,三江,sanjiang
2095,桂林,guilin
2096,秀峰,xiufeng
2097,叠彩,diecai
2099,七星,qixing
2100,雁山,yanshan
2101,临桂,lingui
2102,阳朔,yangshuo
2103,灵川,lingchuan
2106,永福,yongfu
2107,灌阳,guanyang
2108,龙胜,longsheng
2109,资源,ziyuan
2110,平乐,pingle
2111,恭城,gongcheng
2112,荔浦,lipu
2113,梧州,wuzhou
2114,万秀,wanxiu
2116,龙圩,longxu
2117,苍梧,cangwu
2118,藤县,tengxian
2119,蒙山,mengshan
2120,岑溪,cenxi
2121,北海,beihai
2123,银海,yinhai
2124,铁山港,tieshangang
2125,合浦,hepu
2126,防城港,fangchenggang
2127,港口,gangkou
2128,防城,fangcheng
2129,上思,shangsi
2130,东兴,dongxing
2131,钦州,qinzhou
2132,钦南,qinnan
2133,钦北,qinbei
2134,灵山,lingshan
2135,浦北,pubei
2136,贵港,guigang
2137,港北,gangbei
2138,港南,gangnan
2139,覃塘,qintang
2140,平南,pingnan
2141,桂平,guiping
2142,玉林,yulin
2143,玉州,yuzhou
2144,福绵,fumian
2145,容县,rongxian
2146,陆川,luchuan
2147,博白,bobai
2148,兴业,xingye
2149,北流,beiliu
2150,百色,baise
2151,右江,youjiang
2152,田阳,tianyang
2153,田东,tiandong
2154,德保,debao
2155,那坡,napo
2156,凌云,lingyun
2157,乐业,leye
2158,田林,tianlin
2159,西林,xilin
2160,隆林,longlin
2161,靖西,jingxi
2162,平果,pingguo
2163,贺州,hezhou
2164,八步,babu
2165,平桂,pinggui
2166,昭平,zhaoping
2167,钟山,zhongshan
2168,富川,fuchuan
2169,河池,hechi
2170,金城江,jinchengjiang
2171,宜州,yizhou
2172,南丹,nandan
2173,天峨,tiane
2174,凤山,fengshan
2175,东兰,donglan
2176,罗城,luocheng
2177,环江,huanjiang
2178,巴马,bama
2179,都安,duan
2180,大化,dahua
2181,来宾,laibin
2182,兴宾,xingbin
2183,忻城,xincheng
2184,象州,xiangzhou
2185,武宣,wuxuan
2186,金秀,jinxiu
2187,合山,heshan
2188,崇左,chongzuo
2189,江州,jiangzhou
2190,扶绥,fusui
2191,宁明,ningming
2192,龙州,longzhou
2193,大新,daxin
2194,天等,tiandeng
2195,凭祥,pingxiang
2197,海口,haikou
2198,秀英,xiuying
2200,琼山,qiongshan
2201,美兰,meilan
2202,三亚,sanya
2203,海棠,haitang
2204,吉阳,jiyang
2205,天涯,tianya
2206,崖州,yazhou
2207,三沙,sansha
2208,西沙,xisha
2210,儋州,danzhou
2212,五指山,wuzhishan
2214,琼海,qionghai
2216,文昌,wenchang
2218,万宁,wanning
2220,东方,dongfang
2222,定安,dingan
2224,屯昌,tunchang
2226,澄迈,chengmai
2228,临高,lingao
2230,白沙,baisha
2234,乐东,ledong
2236,陵水,lingshui
2238,保亭,baoting
2240,琼中,qiongzhong
2242,重庆,chongqing
2243,重庆城区,chongqingchengqu
2244,万州,wanzhou
2245,涪陵,fuling
2246,渝中,yuzhong
2247,大渡口,dadukou
2249,沙坪坝,shapingba
2250,九龙坡,jiulongpo
2251,南岸,nanan
2252,北碚,beibei
2253,綦江,qijiang
2254,大足,dazu
2255,渝北,yubei
2256,巴南,banan
2257,黔江,qianjiang
2258,长寿,changshou
2259,江津,jiangjin
2260,合川,hechuan
2261,永川,yongchuan
2262,南川,nanchuan
2263,璧山,bishan
2264,铜梁,tongliang
2265,潼南,tongnan
2266,荣昌,rongchang
2267,开州,kaizhou
2268,梁平,liangping
2269,武隆,wulong
2270,重庆郊县,chongqingjiaoxian
2271,城口,chengkou
2272,丰都,fengdu
2273,垫江,dianjiang
2274,忠县,zhongxian
2275,云阳,yunyang
2276,奉节,fengjie
2277,巫山,wushan
2279,石柱,shizhu
2280,秀山,xiushan
2281,酉阳,youyang
2282,彭水,pengshui
2283,四川,sichuan
2284,成都,chengdu
2285,成都,jinjiang
2286,青羊,qingyang
2287,金牛,jinniu
2288,武侯,wuhou
2289,成华,chenghua
2290,龙泉驿,longquanyi
2291,青白江,qingbaijiang
2292,新都,xindu
2293,温江,wenjiang
2294,双流,shuangliu
2295,郫都,pidu
2296,新津,xinjin
2297,金堂,jintang
2298,大邑,dayi
2299,蒲江,pujiang
2300,都江堰,dujiangyan
2301,彭州,pengzhou
2302,邛崃,qionglai
2303,崇州,chongzhou
2304,简阳,jianyang
2305,自贡,zigong
2306,自流井,ziliujing
2307,贡井,gongjing
2309,沿滩,yantan
2310,荣县,rongxian
2311,富顺,fushun
2312,攀枝花,panzhihua
2313,东区,dongqu
2314,西区,xiqu
2315,仁和,renhe
2316,米易,miyi
2317,盐边,yanbian
2318,泸州,luzhou
2319,江阳,jiangyang
2320,纳溪,naxi
2321,龙马潭,longmatan
2322,泸县,luxian
2323,合江,hejiang
2324,叙永,xuyong
2325,古蔺,gulin
2326,德阳,deyang
2327,旌阳,jingyang
2328,罗江,luojiang
2329,中江,zhongjiang
2330,广汉,guanghan
2331,什邡,shifang
2332,绵竹,mianzhu
2333,绵阳,mianyang
2334,涪城,fucheng
2335,游仙,youxian
2336,安州,anzhou
2337,三台,santai
2338,盐亭,yanting
2339,梓潼,zitong
2340,北川,beichuan
2341,平武,pingwu
2342,江油,jiangyou
2343,广元,guangyuan
2344,利州,lizhou
2345,昭化,zhaohua
2346,朝天,chaotian
2347,旺苍,wangcang
2348,青川,qingchuan
2349,剑阁,jiange
2350,苍溪,cangxi
2351,遂宁,suining
2352,船山,chuanshan
2353,安居,anju
2354,蓬溪,pengxi
2355,大英,daying
2356,射洪,shehong
2357,内江,neijiang
2360,威远,weiyuan
2361,资中,zizhong
2362,隆昌,longchang
2363,乐山,leshan
2365,沙湾,shawan
2366,五通桥,wutongqiao
2367,金口河,jinkouhe
2368,犍为,qianwei
2369,井研,jingyan
2370,夹江,jiajiang
2371,沐川,muchuan
2372,峨边,ebian
2373,马边,mabian
2374,峨眉山,emeishan
2375,南充,nanchong
2376,顺庆,shunqing
2377,高坪,gaoping
2378,嘉陵,jialing
2379,南部,nanbu
2380,营山,yingshan
2381,蓬安,pengan
2382,仪陇,yilong
2383,西充,xichong
2384,阆中,langzhong
2385,眉山,meishan
2386,东坡,dongpo
2387,彭山,pengshan
2388,仁寿,renshou
2389,洪雅,hongya
2390,丹棱,danling
2391,青神,qingshen
2392,宜宾,yibin
2393,翠屏,cuiping
2394,南溪,nanxi
2395,叙州,xuzhou
2396,江安,jiangan
2398,高县,gaoxian
2399,珙县,gongxian
2400,筠连,junlian
2401,兴文,xingwen
2402,屏山,pingshan
2403,广安,guangan
2404,广安区,guanganqu
2405,前锋,qianfeng
2406,岳池,yuechi
2407,武胜,wusheng
2408,邻水,linshui
2409,华蓥,huaying
2410,达州,dazhou
2411,通川,tongchuan
2412,达川,dachuan
2413,宣汉,xuanhan
2414,开江,kaijiang
2415,大竹,dazhu
2416,渠县,quxian
2417,万源,wanyuan
2418,雅安,yaan
2419,雨城,yucheng
2420,名山,mingshan
2421,荥经,yingjing
2422,汉源,hanyuan
2423,石棉,shimian
2424,天全,tianquan
2425,芦山,lushan
2426,宝兴,baoxing
2427,巴中,bazhong
2428,巴州,bazhou
2429,恩阳,enyang
2430,通江,tongjiang
2431,南江,nanjiang
2432,平昌,pingchang
2434,雁江,yanjiang
2435,安岳,anyue
2436,乐至,lezhi
2437,阿坝,aba
2438,马尔康,maerkang
2439,汶川,wenchuan
2440,理县,lixian
2441,茂县,maoxian
2442,松潘,songpan
2443,九寨沟,jiuzhaigou
2444,金川,jinchuan
2445,小金,xiaojin
2446,黑水,heishui
2447,壤塘,rangtang
2448,阿坝县,abaxian
2449,若尔盖,ruoergai
2450,红原,hongyuan
2451,甘孜,ganzi
2452,康定,kangding
2453,泸定,luding
2454,丹巴,danba
2455,九龙,jiulong
2456,雅江,yajiang
2457,道孚,daofu
2458,炉霍,luhuo
2459,甘孜县,ganzixian
2460,新龙,xinlong
2461,德格,dege
2462,白玉,baiyu
2463,石渠,shiqu
2464,色达,seda
2465,理塘,litang
2466,巴塘,batang
2467,乡城,xiangcheng
2468,稻城,daocheng
2469,得荣,derong
2470,凉山,liangshan
2471,西昌,xichang
2472,会理,huili
